date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:09	655600/655600	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f92d3d9f7da76ea74b32f7c6ef4ed4c6%22	https://cdn.converteai.net/lib/js/smartplayer/v1/smartplayer.min.js	C:/Users/convidad0/Desktop/coquetel-espanol/cdn.converteai.net/lib/js/smartplayer/v1/smartplayer.min.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:09	778/778	---M--	200	added ('OK')	image/jpeg	etag:%222d64756acacf1fc47b3d1118cb834233%22	https://images.converteai.net/799710b8-6f84-4221-b650-ce0417f3dd50/players/637e392606deba000b064884/thumbnail.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/images.converteai.net/799710b8-6f84-4221-b650-ce0417f3dd50/players/637e392606deba000b064884/thumbnail.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:11	32260/32260	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2001:17:14%20GMT	https://coprodutordeelite.com/wp-content/uploads/2022/01/likes.png	C:/Users/convidad0/Desktop/coquetel-espanol/coprodutordeelite.com/wp-content/uploads/2022/01/likes.e.delayed	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:11	17026/17026	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2021:28:09%20GMT	https://saudeprimeiro.org/wp-content/uploads/2023/01/garantia-de-devolucion-15-dias.png	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/uploads/2023/01/garantia-de-devolucion-15-dias.png	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:11	42513/42513	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jan%202023%2021:40:38%20GMT	https://saudeprimeiro.org/wp-content/uploads/2023/01/Coctel-Quema-de-Grasa-1024x1024.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/uploads/2023/01/Coctel-Quema-de-Grasa-1024x1024.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:13	2569/2569	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202022%2011:40:24%20GMT	https://rendadofuturoo.com/wp-content/uploads/2022/08/01.png	C:/Users/convidad0/Desktop/coquetel-espanol/rendadofuturoo.com/wp-content/uploads/2022/08/01.png	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:13	30097/30097	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2001:17:15%20GMT	https://saudeprimeiro.org/coquetel-espanhol/wp-content/uploads/2022/03/depoimento-segredo-1.png	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/coquetel-espanhol/wp-content/uploads/2022/03/depoimento-segredo-1.png	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:14	2450/2450	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202022%2011:43:08%20GMT	https://rendadofuturoo.com/wp-content/uploads/2022/08/2-1.png	C:/Users/convidad0/Desktop/coquetel-espanol/rendadofuturoo.com/wp-content/uploads/2022/08/2-1.png	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:14	30097/30097	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2001:17:16%20GMT	https://saudeprimeiro.org/coquetel-espanhol/wp-content/uploads/2022/03/depoimento-segredo-2.png	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/coquetel-espanhol/wp-content/uploads/2022/03/depoimento-segredo-2.png	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:15	35175/35175	---M--	200	added ('OK')	image/jpeg	etag:%222301331d05447209e63afad5656c135c%22	https://i.imgur.com/DlnBRyw.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/i.imgur.com/DlnBRyw.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:16	58637/58637	---M--	200	added ('OK')	image/jpeg	etag:%22207df66b3fe9355349de218465d1966b%22	https://i.imgur.com/bqtPKG5.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/i.imgur.com/bqtPKG5.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:16	5877/5877	---M--	200	added ('OK')	image/jpeg	etag:%2293ff1eb49a15a75dcaad7649b3c80539%22	https://i.imgur.com/ALbA1fC.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/i.imgur.com/ALbA1fC.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:17	109439/109439	---M--	200	added ('OK')	image/jpeg	etag:%227208f00346b35b2074671caa399bad8e%22	https://i.imgur.com/KoQc1PI.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/i.imgur.com/KoQc1PI.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:17	1127/1127	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20May%202022%2022:23:54%20GMT	https://saudeprimeiro.org/wp-content/themes/twentytwentyone/assets/js/polyfills.js?ver=1.7	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/themes/twentytwentyone/assets/js/polyfills97e1.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:17	524662/524662	---M--	200	added ('OK')	image/jpeg	etag:%223151fab53dbd7e5c8e88e83f19cd75c4%22	https://i.imgur.com/l5whLvk.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/i.imgur.com/l5whLvk.jpg	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:17	1127/1127	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20May%202022%2022:23:54%20GMT	https://saudeprimeiro.org/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.7	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/themes/twentytwentyone/assets/js/responsive-embeds97e1.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:19	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Nov%202022%2023:44:34%20GMT	https://saudeprimeiro.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.0	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min9e95.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:19	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2017:36:06%20GMT	https://saudeprimeiro.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:20	30097/30097	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2001:17:22%20GMT	https://saudeprimeiro.org/coquetel-espanhol/Trident/	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/coquetel-espanhol/Trident/index.html	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:20	32947/32947	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Nov%202022%2023:44:34%20GMT	https://saudeprimeiro.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.0	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/plugins/elementor/assets/js/frontend-modules.min9e95.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:20	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2022:46:24%20GMT	https://saudeprimeiro.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-includes/js/jquery/jquery.mina7a0.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:20	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Nov%202022%2023:44:34%20GMT	https://saudeprimeiro.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:21	21440/21440	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20Sep%202022%2004:25:30%20GMT	https://saudeprimeiro.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:21	40513/40513	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Nov%202022%2023:44:34%20GMT	https://saudeprimeiro.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.0	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/plugins/elementor/assets/js/frontend.min9e95.js	(from https://saudeprimeiro.org/coquetel-espanhol/)
22:21:22	15575/15575	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Nov%202022%2021:08:53%20GMT	https://saudeprimeiro.org/wp-content/uploads/2022/11/1098137.jpg	C:/Users/convidad0/Desktop/coquetel-espanol/saudeprimeiro.org/wp-content/uploads/2022/11/1098137.jpg	(from https://saudeprimeiro.org/wp-content/uploads/elementor/css/post-190.css?ver=1673226942)
